matchid,blue_dragon,blue_firstdragon,blue_HORDE,red_dragon,red_firstdragon,red_HORDE,blue_firstkill,red_firstkill,player1kills,player1assists,player1deaths,player2kills,player2assists,player2deaths,player3kills,player3assists,player3deaths,player4kills,player4assists,player4deaths,player5kills,player5assists,player5deaths,player6kills,player6assists,player6deaths,player7kills,player7assists,player7deaths,player8kills,player8assists,player8deaths,player9kills,player9assists,player9deaths,player10kills,player10assists,player10deaths,player0kills,player0assists,player0deaths
KR_6952865026,0,0,4,1,1,2,0,1,1,0,5,5,4,1,5,3,1,1,1,3,2,1,3,5,3,2,2,3,4,1,0,4,5,5,3,0,0,2,1.0,0.0,0.0
KR_6994412617,2,1,6,0,0,0,1,0,4,1,4,5,7,3,1,0,3,6,6,3,1,1,4,3,4,2,4,3,6,4,9,1,1,0,5,5,7,3,,,
KR_6957540868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KR_6933349498,1,1,4,0,0,2,0,1,1,0,0,7,9,3,2,1,0,1,0,4,5,5,0,0,0,3,1,2,3,0,0,4,6,6,3,0,0,3,,,
KR_6988006452,1,1,5,0,0,1,0,1,0,0,2,1,1,3,1,1,1,2,2,4,3,5,2,1,0,0,0,0,1,5,4,2,6,8,2,0,0,3,1.0,0.0,0.0
KR_6802942970,0,0,0,1,1,0,0,1,0,0,2,7,5,2,1,1,5,0,0,3,1,1,3,2,0,2,2,3,2,5,3,3,6,5,1,0,0,1,,,
KR_6977558485,1,1,6,0,0,0,0,1,0,0,2,3,5,3,4,2,1,3,2,2,1,2,0,3,3,0,2,2,3,1,0,3,2,3,3,0,0,2,,,
KR_6994361887,1,1,0,0,0,6,0,1,3,2,3,4,5,3,3,2,5,1,1,3,0,0,4,1,1,1,2,1,3,5,4,4,6,5,2,4,8,1,,,
KR_6836739890,1,1,0,1,0,0,1,0,0,0,1,7,10,4,3,4,1,9,6,2,4,5,3,4,6,0,4,3,4,1,3,5,2,1,6,0,0,8,,,
KR_6942637039,0,0,5,1,1,1,0,1,5,4,3,3,4,5,5,8,1,1,2,1,3,1,5,0,0,4,5,3,3,2,0,4,4,4,3,4,4,3,,,
KR_6974083676,1,0,4,1,1,2,0,1,5,1,3,2,1,1,2,2,1,0,0,3,1,1,2,2,3,5,3,5,1,0,0,2,3,3,1,2,2,1,,,
KR_6965882328,0,0,3,1,1,3,0,1,2,2,2,1,1,3,5,7,3,3,4,0,1,1,5,2,1,0,4,4,3,2,6,4,4,5,2,1,1,3,,,
KR_6991169113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KR_6670210694,1,1,0,0,0,0,0,1,1,0,5,3,6,2,5,1,2,5,5,1,0,0,3,2,1,1,6,3,1,1,1,4,4,3,3,0,0,5,,,
KR_6887787433,0,0,0,1,1,0,0,1,1,1,3,4,4,4,1,0,5,3,1,4,0,0,4,4,2,1,2,2,2,8,7,3,6,7,1,0,0,3,1.0,0.0,0.0
KR_6994709880,0,0,0,1,1,6,1,0,2,3,5,1,0,5,7,6,4,2,2,4,1,1,3,4,1,1,4,3,2,7,4,6,6,10,2,0,0,2,,,
KR_6973563151,1,0,6,1,1,0,1,0,3,2,0,6,8,0,1,1,2,2,2,3,5,4,0,0,0,2,2,4,2,2,0,4,0,0,4,1,1,5,,,
KR_6946475931,1,1,0,0,0,3,0,1,1,1,6,4,2,2,1,1,3,3,3,4,1,1,1,3,0,1,5,6,3,4,4,2,2,0,3,2,2,1,,,
KR_6958612075,1,1,2,0,0,4,1,0,2,1,0,4,5,0,4,3,0,1,2,4,0,0,5,0,0,2,1,2,3,1,2,4,2,1,2,5,4,0,,,
KR_6905171044,0,0,0,1,1,6,0,1,2,2,3,1,2,4,7,7,2,1,0,2,0,0,3,3,2,3,4,8,5,3,6,2,3,3,1,1,1,0,,,
KR_6954750966,1,0,4,1,1,2,0,1,2,2,2,3,2,0,0,0,1,3,5,0,0,0,1,1,0,1,3,4,2,0,0,2,0,0,1,0,0,2,,,
KR_6967636212,0,0,0,1,1,6,1,0,5,0,1,4,5,0,4,3,1,0,0,1,0,0,2,0,0,6,2,4,2,2,0,4,1,1,1,,,,,,
KR_6984716350,0,0,3,2,1,3,1,0,1,1,3,3,4,2,6,2,0,4,8,4,4,5,4,5,5,0,1,2,5,3,3,7,3,3,3,1,2,3,,,
KR_6993305058,0,0,3,2,1,3,0,1,1,1,7,2,1,2,1,1,1,0,0,4,0,0,4,0,0,2,1,0,0,9,3,1,5,5,1,3,3,0,,,
KR_6964749007,1,1,1,0,0,5,0,1,2,0,3,5,5,2,4,2,2,3,3,3,1,1,4,3,5,4,2,4,2,2,1,4,6,12,3,1,1,2,,,
KR_6917385003,1,0,3,1,1,3,0,1,1,2,4,1,1,2,2,0,3,2,2,1,2,2,1,2,2,0,3,2,0,4,4,4,2,2,1,0,0,3,,,
KR_6982004083,2,1,2,0,0,4,1,0,6,0,2,0,0,2,2,3,0,1,0,2,2,2,1,3,2,5,1,0,2,0,0,1,2,3,1,1,1,2,,,
KR_6968407941,2,1,5,0,0,1,1,0,3,2,2,7,6,5,5,6,1,5,4,2,3,3,1,4,3,3,2,0,8,1,1,4,3,3,5,1,1,4,1.0,0.0,0.0
KR_6622772769,1,0,0,1,1,0,0,1,0,0,1,4,2,0,,,,2,2,1,0,0,1,1,1,0,0,0,2,,,,1,1,1,1,1,3,,,
KR_6933933940,1,0,3,1,1,3,1,0,1,0,2,5,8,3,1,0,2,3,3,3,0,0,2,3,4,2,5,8,0,0,0,1,3,6,4,1,1,3,,,
KR_6880015200,0,0,0,1,1,0,0,1,1,0,3,0,0,2,2,2,2,3,4,5,2,2,4,3,0,1,3,5,1,4,5,1,4,3,2,2,2,3,,,
KR_6683728374,0,0,0,0,0,0,0,1,3,0,2,3,5,4,5,6,2,6,7,2,2,3,2,0,0,4,7,9,4,3,4,2,1,1,4,1,0,5,,,
KR_6988219964,0,0,3,1,1,3,1,0,0,0,2,2,2,2,3,2,2,1,1,2,2,2,2,1,0,0,4,3,0,1,1,4,2,1,4,2,2,0,,,
KR_6970380353,1,0,3,1,1,3,0,1,1,0,0,3,3,2,1,1,1,3,2,5,0,0,7,0,0,2,3,3,0,6,10,1,4,6,2,2,3,3,,,
KR_6971125155,2,1,1,0,0,5,0,1,0,0,4,2,3,1,3,2,1,8,10,0,2,4,2,4,0,0,1,1,4,1,1,3,1,1,5,1,1,3,,,
KR_6921699251,0,0,2,1,1,4,0,1,6,1,1,0,0,4,1,0,2,1,0,1,2,2,4,0,0,6,0,0,1,5,6,2,4,6,1,3,5,0,,,
KR_6987139235,1,1,4,0,0,2,1,0,3,3,3,5,6,1,3,1,3,6,6,3,2,2,3,2,3,4,5,7,4,3,2,2,1,1,5,1,1,4,1.0,0.0,0.0
KR_6919401821,0,0,5,2,1,1,0,1,6,7,0,2,0,5,1,0,3,2,3,4,3,2,7,4,6,4,1,1,4,2,4,2,7,8,0,5,4,4,,,
KR_6738837416,0,0,0,1,1,0,1,0,0,0,7,2,0,2,3,2,2,4,6,3,1,2,2,3,2,3,2,3,2,10,6,1,1,2,1,0,0,3,,,
KR_6979971505,1,1,5,0,0,1,0,1,4,1,1,5,5,1,4,3,5,2,3,2,1,2,1,4,6,3,4,2,3,0,0,4,1,2,3,1,1,3,,,
KR_6990234468,1,1,5,0,0,1,0,1,3,2,3,0,0,3,2,2,0,1,0,1,2,2,0,4,2,2,3,3,2,0,0,2,0,0,2,,,,,,
KR_6966884082,2,1,1,0,0,5,1,0,3,1,2,7,10,1,3,3,2,5,5,1,3,3,2,0,0,3,1,1,1,4,6,2,3,3,5,0,0,10,,,
KR_6931895907,1,1,2,1,0,4,1,0,3,2,1,2,1,4,4,7,3,1,4,4,1,1,2,0,0,3,5,6,2,2,1,2,6,8,1,1,2,3,,,
KR_6932404870,0,0,5,1,1,1,1,0,10,13,3,7,8,2,1,1,3,,,,3,4,1,3,2,6,2,2,5,3,0,5,1,2,2,0,0,3,,,
KR_6962660442,0,0,3,1,1,3,1,0,0,0,4,1,2,0,2,3,6,2,2,1,1,2,2,3,0,0,2,3,2,6,2,1,2,2,2,0,0,1,,,
KR_6953916457,0,0,0,1,1,6,0,1,0,0,1,5,5,1,1,2,2,3,1,7,2,2,5,1,0,1,0,0,3,3,4,0,6,6,5,6,4,2,,,
KR_6972093574,0,0,3,2,1,3,1,0,2,0,2,6,11,3,9,14,3,3,4,3,0,0,3,2,0,4,3,6,4,4,5,6,5,9,2,0,0,4,,,
KR_6948112877,1,0,5,1,1,1,0,1,1,0,1,1,1,2,0,0,5,3,6,2,0,0,3,1,2,1,2,3,2,5,9,0,3,5,1,2,3,1,,,
KR_6992491176,0,0,0,2,1,6,0,1,2,0,5,3,2,1,1,1,8,2,4,2,1,1,2,3,1,2,4,5,1,6,8,4,3,5,1,2,3,1,,,
KR_6962380836,0,0,6,1,1,0,1,0,3,5,3,3,6,1,4,5,4,5,5,3,2,2,2,3,5,3,3,5,5,4,6,2,3,7,5,0,0,2,,,
KR_6874130625,1,0,0,1,1,0,1,0,2,0,1,2,2,2,1,0,1,2,2,1,0,0,2,1,0,3,2,2,2,1,2,1,3,4,1,,,,,,
KR_6957788745,1,1,4,1,0,2,0,1,2,1,4,1,1,1,0,0,3,0,0,7,2,1,3,1,2,2,5,8,0,3,5,1,8,10,2,1,3,0,,,
KR_6990661528,0,0,4,2,1,2,0,1,2,3,3,1,1,4,2,3,3,0,0,3,0,0,4,2,0,3,7,9,0,2,3,1,3,3,0,3,3,1,,,
KR_6906050883,1,1,6,0,0,0,1,0,5,2,0,6,7,1,7,7,0,1,2,0,1,1,1,0,0,7,1,1,6,0,0,5,1,1,2,0,0,1,1.0,0.0,0.0
KR_6961891549,2,1,6,0,0,0,1,0,3,2,1,1,2,1,2,3,1,9,12,0,2,2,0,2,1,3,0,0,4,0,0,2,0,0,5,1,3,3,,,
KR_6533870335,0,0,0,1,1,0,1,0,0,0,3,3,5,1,2,0,2,3,5,3,1,2,3,3,0,0,3,4,0,2,1,3,3,5,3,1,1,3,,,
KR_6957053352,0,0,2,1,1,4,1,0,8,2,1,2,3,2,3,5,2,1,2,2,0,0,5,0,0,7,2,1,2,3,0,4,5,5,0,2,1,1,,,
KR_6981897805,1,0,3,1,1,3,1,0,1,0,5,0,0,2,3,1,1,6,9,3,0,0,2,5,1,1,1,1,2,2,3,1,4,6,3,1,1,3,,,
KR_6983105504,0,0,0,2,1,6,0,1,2,1,1,3,3,4,2,1,3,4,9,2,3,2,2,0,0,3,2,5,4,3,4,2,3,6,2,4,7,3,,,
KR_6978720104,1,1,3,0,0,3,0,1,1,1,3,0,0,1,2,4,2,1,0,2,1,0,1,4,0,1,0,0,1,3,3,1,,,,2,4,2,,,
KR_6921245791,0,0,1,2,1,5,0,1,,,,2,4,0,4,2,3,1,1,2,0,0,3,,,,3,3,0,1,0,3,3,1,2,1,2,2,,,
KR_6944079206,1,1,4,0,0,2,1,0,2,1,1,2,1,0,6,7,2,,,,2,4,0,0,0,2,1,1,4,2,1,4,0,0,1,0,0,1,,,
KR_6596323218,0,0,0,1,1,0,1,0,1,1,5,0,0,4,1,2,3,1,1,2,0,0,2,4,2,1,7,9,0,4,4,0,1,1,1,0,0,1,,,
KR_6977029021,1,1,3,0,0,3,1,0,7,3,0,5,6,3,3,3,1,4,7,2,2,3,1,1,0,6,2,2,6,1,0,5,2,2,2,1,2,2,,,
KR_6919401535,1,1,1,0,0,5,1,0,5,3,1,5,5,2,2,3,2,2,2,3,1,1,3,0,0,4,1,2,3,8,10,4,0,0,2,2,1,2,,,
KR_6943272376,1,1,5,0,0,1,0,1,2,3,1,5,5,2,2,2,2,1,0,1,2,2,2,0,0,1,3,2,5,2,2,1,1,1,2,1,0,3,1.0,0.0,0.0
KR_6972206454,1,1,3,1,0,3,0,1,2,0,4,3,3,6,1,1,2,1,1,1,4,4,3,3,0,3,7,9,1,2,3,3,2,4,3,1,1,1,1.0,0.0,0.0
KR_6592373695,1,1,0,0,0,0,1,0,3,2,1,2,3,3,2,3,0,3,4,5,0,0,2,0,0,3,1,2,1,2,3,4,5,5,2,3,4,0,,,
KR_6994748529,0,0,0,2,1,3,0,1,0,0,3,3,5,6,,,,0,0,3,,,,3,0,1,5,6,1,1,1,0,2,4,0,1,0,1,,,
KR_6941016300,1,1,3,0,0,3,0,1,1,0,6,4,5,1,1,0,4,6,6,2,2,2,2,2,1,2,4,1,0,4,2,2,4,4,6,0,0,4,1.0,0.0,0.0
KR_6944375883,1,1,4,1,0,2,0,1,1,0,1,1,2,2,0,0,3,3,4,4,1,2,4,1,0,2,1,3,2,4,2,0,7,9,1,1,1,1,,,
KR_6965481996,0,0,0,1,1,6,1,0,0,0,3,2,1,4,2,2,2,3,5,1,3,5,2,4,1,0,4,6,2,1,2,4,3,5,3,0,0,1,,,
KR_6660941209,1,1,0,0,0,0,0,1,1,0,0,8,11,3,3,3,3,4,5,5,3,3,2,0,0,3,3,4,4,1,0,3,6,5,5,3,3,4,,,
KR_6991316696,1,1,1,0,0,5,1,0,1,0,0,5,6,4,2,2,5,6,7,2,2,2,0,0,0,2,2,2,3,4,4,4,4,6,4,0,0,3,1.0,0.0,0.0
KR_6994994277,1,1,6,0,0,0,1,0,4,2,3,7,8,2,3,4,2,8,8,2,1,1,2,3,1,3,1,0,5,3,6,4,3,2,6,1,3,5,,,
KR_6952577313,0,0,3,1,1,3,0,1,4,1,3,1,0,4,3,5,6,1,2,6,0,0,3,6,7,5,7,11,0,3,3,2,6,5,1,0,0,1,,,
KR_6976991721,1,1,6,1,0,0,1,0,5,2,5,4,6,2,1,2,2,2,2,6,0,0,4,1,0,4,3,4,2,7,9,4,6,9,2,2,3,0,,,
KR_6968412716,2,1,3,0,0,3,1,0,1,0,1,1,1,3,3,5,3,1,2,2,2,4,4,0,0,1,6,10,2,2,2,1,4,4,3,1,1,1,,,
KR_6992712344,0,0,4,2,1,2,0,1,0,0,2,5,5,1,0,0,2,1,2,1,,,,3,4,1,,,,2,0,0,1,0,3,0,0,2,,,
KR_6982631589,0,0,1,1,1,5,1,0,1,1,2,0,0,1,4,1,0,3,4,3,0,0,1,1,1,1,3,4,0,0,0,2,3,6,5,0,0,1,1.0,0.0,0.0
KR_6871938758,0,0,0,1,1,0,0,1,1,0,6,2,2,4,3,5,0,1,2,1,1,1,2,5,1,3,3,2,0,3,3,3,2,2,1,0,0,1,,,
KR_6886431185,1,1,0,0,0,0,1,0,2,2,5,4,3,3,2,3,1,1,1,4,4,4,4,4,2,2,1,1,2,7,10,2,3,8,4,2,1,3,,,
KR_6985670625,0,0,6,2,1,0,0,1,1,0,2,8,8,5,3,5,4,0,0,1,0,0,5,4,4,2,5,3,3,3,1,1,2,1,3,3,2,4,1.0,0.0,0.0
KR_6846922094,0,0,0,1,1,0,0,1,4,2,2,0,0,3,1,1,5,4,3,4,2,2,6,1,1,3,3,4,1,6,4,1,7,8,4,3,3,2,,,
KR_6911614116,0,0,3,1,1,3,0,1,4,2,1,3,5,1,4,2,4,6,6,5,6,6,2,1,1,4,3,3,5,7,8,5,1,2,4,1,2,5,,,
KR_6981520401,0,0,6,2,1,0,1,0,3,2,1,3,3,0,0,0,1,3,3,1,1,1,2,1,1,4,1,1,1,2,1,1,1,2,2,0,0,2,,,
KR_6932865471,2,1,3,0,0,3,1,0,1,0,4,3,4,1,2,2,3,5,8,1,1,1,0,1,1,2,6,6,0,1,0,0,1,0,4,0,0,6,,,
KR_6982184861,1,0,3,1,1,3,0,1,2,1,3,3,5,1,2,1,4,2,2,0,,,,1,0,2,3,2,0,3,2,2,0,0,3,1,1,2,,,
KR_6921795760,2,1,5,0,0,1,0,1,5,4,8,5,5,3,3,1,2,5,12,2,0,0,3,8,3,1,4,4,3,1,0,6,4,5,4,1,0,4,,,
KR_6963606473,2,1,0,0,0,6,1,0,1,0,4,2,4,2,3,3,5,2,3,4,0,0,6,2,1,0,7,11,1,2,2,0,10,11,3,0,0,4,,,
KR_6808261447,1,0,0,1,1,0,0,1,0,0,2,4,3,3,3,3,1,5,8,1,1,1,2,0,0,1,8,11,3,0,0,2,0,0,4,1,2,3,,,
KR_6988489916,2,1,1,0,0,5,1,0,0,0,3,3,3,3,4,1,3,0,0,2,0,0,6,2,1,0,3,5,1,1,0,5,5,3,0,6,5,1,,,
KR_6939975557,0,0,2,1,1,4,0,1,2,2,5,2,2,2,1,0,3,1,2,3,3,3,1,3,0,1,2,2,2,3,2,3,3,3,1,3,6,2,,,
KR_6938529298,0,0,6,0,0,0,1,0,2,1,0,5,4,3,1,1,2,3,5,3,0,0,4,0,0,1,2,4,3,1,1,1,6,7,2,3,5,4,,,
KR_6973785659,0,0,6,1,1,0,0,1,1,1,0,3,1,3,1,1,2,0,0,2,1,1,2,0,0,1,3,4,1,3,3,1,2,3,1,1,4,2,,,
KR_6941425513,1,1,5,0,0,1,1,0,4,2,2,4,3,3,2,3,0,5,7,2,1,1,3,3,2,3,3,4,3,1,1,2,2,3,3,1,2,5,,,
KR_6988964378,0,0,3,2,1,0,0,1,6,0,1,3,3,2,0,0,1,2,2,2,0,0,5,1,2,5,4,7,1,1,0,2,5,5,1,0,0,2,,,
KR_6443192068,0,0,0,2,1,0,0,1,0,0,2,4,4,0,1,0,1,0,0,5,1,0,6,2,2,1,3,7,2,1,3,1,6,9,1,2,2,2,1.0,0.0,0.0
KR_6981613690,1,1,6,0,0,0,0,1,2,3,4,2,3,3,0,0,2,6,5,2,4,6,1,3,2,1,6,11,3,1,1,1,1,2,5,0,0,4,1.0,0.0,0.0
KR_6935285663,1,1,5,0,0,1,0,1,3,1,3,1,2,3,5,4,4,7,7,4,3,4,5,3,3,3,7,6,2,2,4,4,2,4,6,4,3,4,1.0,0.0,0.0
KR_6969633912,1,1,1,0,0,5,1,0,0,0,5,2,2,0,1,0,6,0,0,2,1,1,4,1,2,0,6,8,2,1,1,1,3,3,0,6,6,1,,,
KR_6940273621,0,0,3,1,1,3,1,0,1,0,1,2,2,2,5,3,6,6,6,2,1,2,1,0,0,3,1,1,1,7,2,2,4,4,4,0,0,5,,,
KR_6976636674,0,0,5,1,1,1,0,1,2,0,5,1,1,2,2,2,4,1,3,4,1,1,2,6,2,5,3,6,0,4,5,1,4,5,1,,,,,,
KR_6922075228,2,1,5,0,0,1,1,0,4,4,0,5,7,2,6,7,0,4,3,3,1,1,4,1,0,5,2,3,4,0,0,4,4,4,3,2,2,4,,,
KR_6965165481,0,0,3,2,1,3,1,0,4,3,5,1,1,1,1,2,1,2,2,2,4,5,3,5,0,5,4,5,2,1,3,0,0,0,1,2,3,4,,,
KR_6989127465,0,0,2,2,1,4,0,1,1,2,2,3,7,4,4,8,1,3,4,5,0,0,7,1,2,2,5,6,2,2,0,3,6,7,2,5,5,2,,,
KR_6894467236,1,1,4,0,0,2,1,0,3,6,0,2,6,1,,,,5,7,2,1,0,1,1,1,1,2,2,1,0,0,1,1,0,5,0,0,3,,,
KR_6947553444,1,1,6,0,0,0,1,0,2,1,2,2,4,3,2,2,3,8,9,2,0,0,2,2,0,1,8,8,3,0,0,1,2,2,5,0,0,4,,,
KR_6953151527,1,1,2,0,0,4,1,0,1,0,4,2,2,0,4,1,3,3,5,3,3,5,2,2,0,3,5,6,1,0,0,2,2,2,2,2,2,5,1.0,0.0,0.0
KR_6901488219,0,0,6,2,1,0,0,1,4,0,4,3,4,4,2,3,3,1,1,3,0,0,1,2,1,3,1,0,1,10,8,1,1,2,2,1,1,3,,,
KR_6917965308,1,1,0,0,0,6,0,1,2,2,4,2,3,2,1,1,3,7,7,0,1,1,2,3,0,2,3,3,2,3,0,1,2,1,4,0,0,4,,,
KR_6993667245,0,0,0,1,1,6,1,0,2,1,1,1,2,3,2,5,1,4,4,2,1,1,2,1,0,2,3,4,1,4,3,2,1,1,3,0,0,2,,,
KR_6862666566,0,0,0,1,1,0,0,1,1,0,0,1,1,1,0,0,1,4,3,1,0,0,3,0,0,1,,,,3,5,0,2,2,2,1,1,3,,,
KR_6955605854,1,1,6,0,0,0,1,0,1,1,2,4,2,0,3,4,1,1,3,3,0,0,3,2,1,1,0,0,4,2,3,0,3,3,2,2,3,2,,,
KR_6950381825,0,0,6,1,1,0,1,0,6,5,1,6,8,1,0,0,2,3,3,3,0,0,4,3,6,2,1,2,6,1,2,2,2,0,3,4,6,2,,,
KR_6863472908,2,1,0,0,0,0,1,0,1,3,5,0,0,2,5,10,2,5,6,3,4,6,3,2,4,1,8,12,4,2,2,3,2,2,3,1,1,4,,,
KR_6924304613,1,1,1,1,0,5,1,0,4,5,4,3,5,4,7,8,4,4,2,2,1,3,3,1,0,3,6,9,3,8,4,7,1,1,3,1,1,3,,,
KR_6941827860,0,0,3,2,1,3,0,1,1,1,3,4,2,5,3,1,3,0,0,4,2,1,5,5,2,2,5,5,4,1,1,2,5,7,1,4,4,2,1.0,0.0,0.0
KR_6926343335,0,0,0,1,1,6,1,0,2,1,3,1,1,4,1,1,1,0,0,1,1,2,2,4,3,2,3,3,2,2,0,1,2,3,0,,,,,,
KR_6984419144,2,1,6,0,0,0,1,0,1,1,2,6,10,1,2,1,1,5,6,1,4,4,1,0,0,3,0,0,3,1,1,3,1,3,4,4,6,5,,,
KR_6913882481,0,0,0,2,1,6,1,0,3,2,4,6,6,5,4,3,5,1,1,3,0,0,6,3,4,3,10,5,4,5,7,2,5,7,2,0,0,3,,,
KR_6985636243,0,0,0,1,1,6,0,1,1,1,4,3,2,4,1,2,5,2,3,5,1,2,8,2,0,0,9,5,3,5,1,2,4,4,1,6,7,2,,,
KR_6889657896,1,1,0,0,0,0,1,0,4,1,3,8,8,1,5,3,3,3,3,1,5,5,3,2,0,4,5,3,7,2,0,5,1,2,3,1,2,6,,,
KR_6962679519,1,1,6,0,0,0,0,1,1,1,5,6,7,3,3,4,4,3,2,4,9,11,1,2,1,4,3,4,6,7,3,3,2,2,5,3,4,4,,,
KR_6936081835,0,0,3,2,1,3,1,0,1,1,6,2,4,2,3,5,2,1,2,3,1,0,2,4,1,1,2,2,0,2,5,3,1,1,3,6,7,1,,,
KR_6989170262,0,0,3,1,1,3,0,1,3,4,2,5,5,3,6,3,4,0,0,6,3,4,7,1,0,3,7,8,4,3,6,4,5,4,2,6,10,4,,,
KR_6973027367,1,1,6,0,0,0,0,1,2,1,5,4,5,1,3,2,0,8,7,3,2,2,3,6,2,3,0,0,2,0,0,4,2,2,5,4,1,6,1.0,0.0,0.0
KR_6943767192,1,1,4,0,0,2,1,0,2,3,1,2,3,0,3,1,0,6,8,2,3,4,0,1,1,2,1,1,2,0,0,3,1,1,4,0,0,5,,,
KR_6991670988,0,0,0,1,1,6,0,1,2,1,5,2,1,3,4,3,2,2,3,4,0,0,6,3,3,1,7,6,3,2,1,4,6,7,1,2,2,1,,,
KR_6994333282,1,1,5,0,0,1,1,0,1,1,2,6,7,2,0,0,1,6,7,2,2,2,4,2,1,1,0,0,5,2,1,1,1,2,6,4,6,4,4.0,0.0,0.0
KR_6897065176,1,1,3,0,0,3,0,1,0,0,7,0,0,1,0,0,1,0,0,1,1,1,0,1,1,0,4,4,0,4,1,0,,,,1,2,1,,,
KR_6982259659,0,0,5,1,1,1,0,1,3,3,3,1,1,4,4,3,2,4,3,3,4,4,1,2,0,3,5,7,3,3,4,3,3,4,2,0,0,5,,,
KR_6804116991,0,0,0,1,1,0,1,0,1,3,3,2,1,1,1,0,0,2,3,3,4,4,5,3,0,2,0,0,3,3,3,0,3,2,1,3,3,4,,,
KR_6974428827,1,0,6,1,1,0,0,1,1,0,3,2,2,1,0,0,2,3,6,4,1,3,1,2,0,1,1,1,4,1,2,0,4,7,0,3,5,2,,,
KR_6984598428,0,0,0,2,1,6,1,0,1,0,6,0,0,5,0,0,4,2,3,4,0,0,2,5,5,1,5,7,0,2,2,0,4,8,2,5,4,0,,,
KR_6910711273,0,0,3,0,0,3,1,0,0,0,1,6,10,2,1,0,3,7,9,0,1,1,4,3,3,1,3,5,3,1,1,2,2,2,5,1,1,4,,,
KR_6963015462,0,0,3,1,1,3,0,1,1,0,0,1,2,2,4,0,0,3,2,4,1,2,4,0,0,1,2,3,2,2,4,3,5,12,3,1,2,1,,,
KR_6945651021,2,1,3,0,0,3,1,0,1,0,0,7,6,0,4,5,1,6,4,0,1,1,1,0,0,3,1,2,4,1,1,1,0,0,8,0,0,3,,,
KR_6973589676,0,0,3,2,1,3,1,0,0,0,4,2,1,4,2,1,3,7,9,2,0,0,4,6,7,1,3,3,1,2,1,0,4,6,5,2,3,4,,,
KR_6919798122,1,1,6,0,0,0,1,0,5,1,3,1,1,1,3,7,1,6,7,3,1,0,1,2,1,4,0,0,5,1,1,0,5,6,5,1,2,2,,,
KR_6960901748,1,1,3,0,0,3,0,1,2,1,2,4,1,3,3,5,1,6,5,3,2,2,3,2,0,3,2,2,3,1,2,2,1,1,2,6,9,7,,,
KR_6992098777,2,1,3,0,0,3,0,1,5,0,6,0,0,5,2,2,3,3,4,4,2,2,6,5,2,5,12,13,3,1,1,3,6,9,1,0,0,1,1.0,0.0,0.0
KR_6843948551,1,1,0,0,0,0,0,1,3,0,2,1,1,0,1,0,1,4,5,3,1,1,4,1,0,3,6,10,0,1,1,1,2,1,1,0,0,5,,,
KR_6830824216,2,1,0,0,0,0,1,0,3,1,3,3,5,1,3,5,2,7,13,3,1,2,3,1,0,4,6,7,4,1,2,3,3,4,2,1,1,4,,,
KR_6953429327,1,0,2,1,1,4,1,0,3,0,2,6,7,3,3,1,2,3,6,2,0,0,2,2,0,4,0,0,5,2,1,3,1,3,2,6,8,1,,,
KR_6993092853,0,0,6,1,1,0,0,1,4,1,0,0,0,2,1,0,1,2,4,3,2,3,1,0,0,4,4,4,1,3,3,2,0,0,1,0,0,1,,,
KR_6973083547,1,1,0,1,0,3,0,1,0,0,2,2,4,4,1,0,4,1,1,2,0,0,1,,,,6,5,0,6,6,1,0,0,1,1,1,2,,,
KR_6989114702,0,0,5,1,1,1,1,0,1,2,2,5,4,2,1,2,2,4,5,0,0,0,3,1,0,3,1,0,2,2,3,0,1,1,2,3,7,4,1.0,0.0,0.0
KR_6985270521,1,1,6,0,0,0,1,0,,,,7,8,0,2,1,4,3,4,1,2,2,1,1,1,4,1,0,3,3,1,1,0,0,4,1,1,2,,,
KR_6964325725,2,1,0,0,0,6,0,1,3,5,7,3,2,7,0,0,2,4,4,1,0,0,1,8,8,3,8,5,2,1,1,0,1,1,3,0,0,2,,,
KR_6991022272,2,1,5,0,0,1,1,0,3,0,0,3,3,3,1,1,3,4,4,4,1,1,3,0,0,4,6,12,0,3,5,3,3,6,2,1,0,3,,,
KR_6480830145,1,1,0,0,0,0,0,1,3,0,1,5,2,1,7,4,2,9,10,2,0,0,1,0,0,3,2,1,7,3,6,4,1,1,4,1,2,6,,,
KR_6984388115,2,1,1,0,0,5,0,1,1,2,4,1,1,2,4,3,3,5,6,3,1,1,3,5,3,1,3,3,2,1,1,3,3,3,4,3,4,2,,,
KR_6984573847,2,1,6,0,0,0,0,1,2,2,4,4,7,3,5,8,1,4,6,1,0,0,3,3,4,4,2,2,3,0,0,3,4,0,2,3,4,3,,,
KR_6948709165,2,1,6,0,0,0,1,0,1,0,1,1,1,2,7,3,0,3,4,1,6,7,0,1,1,4,0,0,3,1,0,5,0,0,4,2,2,2,,,
KR_6916577840,1,1,4,1,0,2,0,1,5,1,5,3,3,3,3,3,3,2,2,2,1,1,6,2,2,4,3,3,3,4,3,3,7,6,3,3,4,1,,,
KR_6889214000,0,0,0,2,1,0,1,0,3,4,3,2,2,4,0,0,4,1,2,3,1,1,3,4,4,2,5,5,2,5,3,1,3,6,1,0,0,1,,,
